aeid,aename,date,aeno,acid,acname,asid
M21895,,,,C7780,くじらのホセフィーナ,C4478
M21897,,,,C7782,ザ・ ウルトラマン,C4490
M21899,,,,C7784,アニメーション紀行 マルコ・ポーロの冒険,C4501
M21945,,,,C7788,シートン動物記 りすのバナー,C4523
M21947,,,,C7790,新巨人の星Ⅱ,C1578
M21949,,,,C7792,まえがみ太郎,C4534
M21955,,,,C7794,あしたの勇者たち[アシタノイレブンタチ],C4567
M21957,,,,C7796,SF西遊記スタージンガーⅡ,C4200
M21959,,,,C7798,科学冒険隊タンサー5,C4578
M21965,,,,C7800,円卓の騎士物語燃えろアーサー,C4612
M21967,,,,C7802,アンネの日記 アンネフランク物語,C4623
M21969,,,,C7804,こぐまのミーシャ,C4634
M21971,,,,C7806,科学忍者隊ガッチャマンF,C2623
M21973,,,,C7808,大恐竜時代,C4645
M19754,,,,C7809,三つのお話,C7104
M19756,,,,C7811,インスタントヒストリー,C7115
M19758,,,,C7813,おとぎマンガカレンダー,C7137
M21975,,,,C7816,闘士ゴーディアン,C4656
M21977,,,,C7818,まんが猿飛佐助,C4667
M21979,,,,C7820,あしながおじさん,C4678
M21981,,,,C7822,ベルサイユのばら,C4689
M21983,,,,C7824,銀河鉄道999 君は戦士のように生きられるか,C4312
M21985,,,,C7826,宇宙空母ブルーノア,C4700
M21987,,,,C7828,ジャン･バルジャン物語,C4734
M21989,,,,C7830,キリンあしたのカレンダー,C4756
M21991,,,,C7832,トム・ソーヤーの冒険,C4767
M21993,,,,C7834,森の陽気な小人たち ベルフィーとリルビット,C4778
M21995,,,,C7836,ニルスのふしぎな旅,C4789
M21997,,,,C7838,メーテルリンクの青い鳥 チルチルミチルの冒険旅行,C4800
M21999,,,,C7840,タイムボカンシリーズ タイムパトロール隊 オタスケマン,C4811
M22001,,,,C7842,無敵ロボトライダーG7,C4823
M22005,,,,C7844,ふたごのモンチッチ,C4845
M22007,,,,C7846,魔法少女ララベル,C4856
M22009,,,,C7848,宇宙大帝ゴッドシグマ,C4867
M22011,,,,C7850,キャプテン,C4900
M22013,,,,C7852,銀河鉄道999 永遠の旅人エメラルダス,C4312
M22015,,,,C7854,ムーの白鯨,C4911
M22017,,,,C7856,スーキャット,C4922
M22019,,,,C7858,燃えろアーサー白馬の王子,C4934
M22021,,,,C7860,釣りキチ三平,C4945
M22023,,,,C7862,がんばれゴンベ,C4956
M22025,,,,C7864,ずっこけナイト ドンデラマンチャ,C4967
M22027,,,,C7866,若草物語,C4989
M22029,,,,C7868,伝説巨神イデオン,C5000
M22033,,,,C7870,宇宙戦士バルディオス,C5022
M22035,,,,C7872,がんばれ元気,C5033
M22037,,,,C7874,マリンスノーの伝説,C5067
M22039,,,,C7876,闇の帝王吸血鬼ドラキュラ,C5078
M22049,,,,C7879,鉄腕アトム（新）,C979
M22051,,,,C7881,銀河鉄道999 君は母のように愛せるか!!,C4312
M22053,,,,C7883,鉄人28号（新）,C3965
M22055,,,,C7885,ほえろブンブン （シリーズ）,C5156
M22059,,,,C7887,宇宙戦艦ヤマトⅢ,C3157
M22061,,,,C7889,まんがことわざ事典,C5133
M22063,,,,C7891,あしたのジョー2,C2079
M22065,,,,C7893,ピノキオのクリスマス,C5144
M22067,,,,C7895,ほえろ ブンブン,C5156
M22069,,,,C7897,イルカのクリスマス ジェレミーの木,C5167
M22071,,,,C7899,海底大戦争愛の20000マイル,C5178
M22073,,,,C7901,荒野の呼び声 吠えろバック,C5189
M22075,,,,C7903,家族ロビンソン漂流記 ふしぎな島のフローネ,C5200
M22081,,,,C7905,走れメロス,C5233
M22083,,,,C7907,ゴールドライタン,C5244
M22085,,,,C7909,百獣王ゴライオン,C5255
M22087,,,,C7911,ハローサンディベル,C5267
M22089,,,,C7913,おはよう!スパンク,C5278
M22091,,,,C7915,愛の学校クオレ物語,C5333
M22093,,,,C7917,めちゃっこ ドタコン,C5344
M22095,,,,C7919,名犬ジョリィ,C5355
M22097,,,,C7921,「若草物語」より 若草の四姉妹,C5366
M22099,,,,C7923,Dr.スランプアラレちゃん,C5379
M22101,,,,C7925,フーセンのドラ太郎,C5390
M22103,,,,C7927,杜子春,C4005
M22107,,,,C7929,新竹取物語1000年女王,C5401
M22109,,,,C7931,タイガーマスク二世,C1934
M22115,,,,C7933,ヘレン・ケラー物語 愛と光の天使,C5456
M22117,,,,C7935,ルパン対ホームズ,C5467
M22121,,,,C7937,戦国魔神ゴーショーグン,C5490
M22123,,,,C7939,恐怖伝説 怪奇!フランケンシュタイン,C5501
M22127,,,,C7941,カバ園長の…動物園日記,C5545
M22131,,,,C7943,まんが水戸黄門,C5589
M22133,,,,C7945,新ど根性ガエル,C2667
M22135,,,,C7947,忍者ハットリくん,C5601
M22137,,,,C7949,六神合体ゴッドマーズ,C5612
M22143,,,,C7950,銀河旋風ブライガー,C5645
M22145,,,,C7952,アニメ親子劇場,C5656
M22147,,,,C7954,ワンワン三銃士,C5667
M22149,,,,C7956,うる星やつら,C5678
M22151,,,,C7958,まいっちんぐマチコ先生,C5689
M22153,,,,C7960,ハニーハニーのすてきな冒険,C5700
M22155,,,,C7962,太陽の牙ダグラム,C5712
M22157,,,,C7964,ぼくらマンガ家 トキワ荘物語,C5723
M22159,,,,C7966,小さなラブレター -まり子とねむの木の子供たち-,C5756
M22161,,,,C7968,世界名作ものがたり,C5778
M22163,,,,C7970,サンタのいないクリスマス,C5789
M22165,,,,C7972,三国志,C5800
M22167,,,,C7974,南の虹のルーシー,C5811
M22169,,,,C7976,あさりちゃん,C5823
M22171,,,,C7978,戦闘メカザブングル,C5834
M22173,,,,C7980,タイムボカンシリーズ 逆転イッパツマン,C5845
M22175,,,,C7982,吾輩は猫である,C5856
M22177,,,,C7984,機甲艦隊ダイラガー〔XV〕,C5867
M22179,,,,C7986,魔法のプリンセス ミンキーモモ,C5889
M22181,,,,C7988,ゲームセンターあらし,C5911
M22183,,,,C7990,手塚治虫の ドン・ドラキュラ,C5922
M22185,,,,C7992,トンデラハウスの大冒険,C5934
M22187,,,,C7994,パタリロ!,C5945
M22190,,,,C7997,アニメ野生のさけび,C5956
M22192,,,,C7999,科学救助隊テクノボイジャー,C5967
M22194,,,,C8001,ぽっぺん先生と帰らずの沼,C5989
M22198,,,,C8003,二死満塁[ツーダンフルベース],C6011
M22200,,,,C8005,魔境伝説アクロバンチ,C6022
M22202,,,,C8007,おちゃめ神物語コロコロポロン,C6033
M22204,,,,C8009,とんでモン・ペ,C6045
M22206,,,,C8011,孫悟空シルクロードをとぶ!!,C6056
M22208,,,,C8013,太陽の子エステバン,C6067
M22210,,,,C8015,Theかぼちゃワイン,C6089
M22212,,,,C8017,銀河烈風バクシンガー,C6100
M22214,,,,C8019,アンドロメダストーリーズ,C6122
M22222,,,,C8021,少年宮本武蔵 わんぱく二刀流,C6178
M22224,,,,C8023,サイボットロボッチ,C6189
M22428,,,,C8026,は～いステップジュン,C6805
M22430,,,,C8028,三国志（新）,C6809
M22564,,,,C8031,シティーハンター,C6942
M23659,"・1/早く来て!みんなの憧れピーターパン,・2/ネバーランドへGO!GO!GO!,・3/海賊が出た!夢と冒険の国ネバーランド,・4/登場!時計ワニはフック船長の友だち?,・5/フック船長はミシンの音が大嫌い!,・6/ジョンの初恋?おてんば娘現れる!,・7/ウェンディ頑張る!卵は誰にも渡さない,・8/作戦開始!時計ワニを笑わせろ!,・9/ネバーランドの法律?毎日が誕生日だ!,・10/怪しげな行動!ジョンを尾行しろ,・11/新兵器!水陸両用シンデレラ",,,C8033,ピーターパンの冒険,C7103
M23661,"・第1話A/合点承知の汽車の旅（1989/02/04）,・第1話B/誰にやろうか ゆかりんチョコ チョコレート,・第2話A/アタボウよ! 誰が 撮っても ユカリン美人 写真（1989/02/11）,・第2話B/てやんでェ! 明日は 晴れに決まっている 天気予報,・第3話A/おっとどっこい! ユカリン様のお通りだい! 自転車（1989/02/18）,・第3話B/こいつぁ 頭にピッタシだ! 帽子,・第4話A/3月3日は悪霊たちの お祭りだい! ひなまつり（1989/02/2",,,C8035,まんが はじめて面白塾,C7105
M23663,"・第1話/怒りのバイオアーマーライガー登場!!,・第2話/宿敵、魔竜王ドルガ!!,・第3話/サタンの影に気をつけろ!!,・第4話/ライガーを狙う炎の矢!!,・第5話/牙をむくドルガドラゴン!!,・第6話/地獄の罠をぶっちぎれ!!,・第7話/岩をつかむ女帝ザーラの呪い,・第8話/涙をこらえて友を撃て!!,・第9話/バラの魔術師、死の微笑み,・第10話/さらばチロ…哀しみの魔竜戦士,・第11話/暴走!叛逆のドル・アーミー,・第12話/吠えろ!怒",,,C8037,獣神ライガー,C7107
M23665,"・第1話/宇宙の勇者スターセイバー（1989/03/14）,・第2話/奇襲!ダイノキング（1989/03/28）,・第3話/襲撃!レオザック（1989/04/04）,・第4話/合体!!マルチ戦隊（1989/04/11）,・第5話/出勤!レスキュー部隊（1989/04/18）,・第6話/潜入…ウラン鉱山（1989/04/25）,・第7話/爆破!!エネルギー基地（1989/05/09）,・第8話/大都会地下の恐怖（1989/05/16）,・第9話/激突!二大英雄",,,C8039,戦え! 超ロボット生命体 トランスフォーマーV[ビクトリー],C6820
M23669,"・第1話/ジャイアンツなんか大きらいだ!（1989/04/02）,・第2話/中畑ビックリ!?消える魔球（1989/04/09）,・第3話/開幕戦はオレにまかせろ!（1989/04/16）,・第4話/絶好調!童夢スペシャル（1989/04/23）,・第5話/動く星野監督魔球をさぐれ!（1989/04/30）,・第6話/初対決!勝負だ落合!（1989/05/07）,・第7話/やったぜ!六連続三振!（1989/05/14）,・第8話/落合、魔球打倒宣言（1989/05/",,,C8041,ミラクル・ジャイアンツ 童夢くん,C7111
M23671,,,,C8043,アイドル伝説えり子,C7112
M23673,,,,C8045,アルフレッド・J・クワックの冒険,C7113
M23681,,,,C8047,魔動王グランゾート,C7118
M23683,,,,C8049,新・ビックリマン,C6958
M23685,"・第1話/初仕事!アイドルのスクープを追え!!（1989/04/10）,・第2話/盗まれた御神体は!? タイムリミット9時（1989/04/17）,・第3話/キミョーな依頼人 百万円パニック（1989/04/24）,・第4話/恐怖の花火寺! 背後霊とお見合い!?（1989/05/01）,・第5話/教え子は美少女だ! 家庭教師はおまかせ（1989/05/08）,・第6話/妖しい調べ バイオリンの音に御用心!（1989/05/15）,・第7話/あの窓に泳げ 季節はずれのコイ",,,C8051,ビリ犬 なんでも商会,C7119
M23687,,,,C8053,悪魔くん,C7120
M23689,,,,C8055,らんま1/2,C7122
M23691,,,,C8057,GO！レスラー軍団,C7123
M23693,,,,C8059,昆虫物語みなしごハッチ,C2123
M22226,,,,C8060,スペースコブラ,C6078
M22228,,,,C8062,ときめきトゥナイト,C6200
M22230,,,,C8064,レインボーマン,C6211
M22232,,,,C8066,新みつばちマーヤの冒険,C4883
M22234,,,,C8068,わが青春のアルカディア 無限軌道SSX,C4156
M22236,,,,C8070,一ツ星家のウルトラ婆さん,C6222
M22238,,,,C8072,さすがの猿飛,C6233
M22240,,,,C8074,フクちゃん,C6804
M22244,,,,C8076,花王名人劇場 浪花節大好き,C6278
M22246,,,,C8078,超アニメバラエティ ニャロメのおもしろ数学教室,C1845
M22248,,,,C8080,オバケ,C6300
M22250,,,,C8082,プロゴルファー猿,C6311
M22252,,,,C8084,アルプス物語 わたしのアンネット,C6322
M22254,,,,C8086,未来警察ウラシマン,C6333
M22256,,,,C8088,キャプテン （シリーズ）,C4900
M22258,,,,C8090,亜空大作戦スラングル,C6344
M22260,,,,C8092,聖戦士ダンバイン,C6355
M22262,,,,C8094,吾輩は犬である ドン松五郎の生活,C6366
M22264,,,,C8096,愛してナイト,C6378
M22266,,,,C8098,光速電神アルベガス,C6422
M22268,,,,C8100,みゆき,C6433
M22270,,,,C8102,装甲騎兵ボトムズ,C6444
M22272,,,,C8104,ななこSOS,C6455
M22274,,,,C8106,キン肉マン,C6466
M22276,,,,C8108,まんが日本史,C6477
M22278,,,,C8110,ミームいろいろ夢の旅,C6490
M22280,,,,C8112,スプーンおばさん,C6501
M22282,,,,C8114,パーマン（新）,C1367
M22284,,,,C8116,パソコントラベル探偵団,C6512
M22286,,,,C8118,銀河疾風サスライガー,C6523
M22288,,,,C8120,イーグルサム,C6534
M22290,,,,C8122,タイムボカンシリーズ イタダキマン,C3412
M22292,,,,C8124,レディジョージィ,C6545
M22294,,,,C8126,ナイン,C6589
M22296,,,,C8128,ストップ!!ひばりくん!,C6601
M22298,,,,C8130,ベムベムハンター こてんぐテン丸,C6612
M22300,,,,C8132,プラレス3四郎,C6634
M22302,,,,C8134,ピュア島の仲間たち,C6645
M22308,,,,C8136,サイコアーマーゴーバリアン,C6678
M22310,,,,C8138,キャッツ・アイ （第一期）,C6689
M22314,,,,C8140,どくとるマンボウ＆怪盗ジバコ 宇宙より愛をこめて,C6723
M22316,,,,C8142,機甲創世記モスピーダ,C6730
M22318,,,,C8144,タオタオ絵本館 世界動物ばなし（第1期）,C6731
M22320,,,,C8146,特装機兵ドルバック,C6732
M22322,,,,C8148,ふしぎの国のアリス,C6733
M22324,,,,C8150,まんがイソップ物語,C6734
M22326,,,,C8152,キャプテン翼,C6735
M22328,,,,C8154,伊賀野カバ丸,C6736
M22330,,,,C8156,銀河漂流バイファム,C6737
M22332,,,,C8158,子鹿物語,C6739
M22334,,,,C8160,ナイン2 恋人宣言,C6589
M22336,,,,C8162,ひなまつりアニメファンタジー! 宇宙の果てまで冒険旅行 ロマンチック銀河ツアーへの御招待!!,C6740
M22338,,,,C8164,はじめてのクリスマス,C6741
M22340,,,,C8166,OKAWARI-BOY スターザンS,C6743
M22342,,,,C8168,牧場の少女カトリ,C6744
M22344,,,,C8170,超攻速ガルビオン,C6745
M22346,,,,C8172,重戦機エルガイム,C6746
M22348,,,,C8174,リトル・エル・シドの冒険,C6747
M22350,,,,C8176,宗谷物語,C6748
M22352,,,,C8178,夢戦士ウイングマン,C6750
M22354,,,,C8180,とんがり帽子のメモル,C6752
M22356,,,,C8182,ルパン三世PARTⅢ,C2445
M22358,,,,C8184,ビデオ戦士レザリオン,C6753
M22360,,,,C8186,Gu-Guガンモ,C6758
M22362,,,,C8188,小さな恋のものがたり,C6759
M22364,,,,C8190,オヨネコぶーにゃん,C6762
M22366,,,,C8192,巨神ゴーグ[ジャイアントゴーグ],C6763
M22368,,,,C8194,らんぽう,C6764
M22372,,,,C8196,まんがどうして物語,C6765
M22374,,,,C8198,ガラスの仮面,C6766
M22376,,,,C8200,チックンタックン,C6767
M22378,,,,C8202,アタッカーYOU!,C6768
M22380,,,,C8204,ゴッドマジンガー,C6769
M22382,,,,C8206,超時空騎団サザンクロス,C6770
M22384,,,,C8208,魔法の妖精ペルシャ,C6772
M22386,,,,C8210,ふしぎなコアラブリンキー,C6774
M22388,,,,C8212,銀河パトロールPJ,C6775
M22392,,,,C8214,さよなら夏休み!!ペットントンスペシャル,C6779
M22394,,,,C8216,よろしくメカドック,C6780
M22396,,,,C8218,ナイン 完結編,C6589
M22398,,,,C8220,ふたり鷹,C6781
M22400,,,,C8222,ドタンバのマナー,C6784
M22402,,,,C8224,コアラボーイコッキィ,C6785
M22404,,,,C8226,機甲界ガリアン,C6786
M22406,,,,C8228,森のトントたち,C6787
M22408,,,,C8230,あした天気になあれ,C6788
M22410,,,,C8232,GALACTIC PATROL レンズマン,C6773
M22412,,,,C8234,超力ロボガラット,C6789
M22414,,,,C8236,星銃士ビスマルク,C6790
M22416,,,,C8238,キャッツ・アイ （第2期）,C6791
M22418,,,,C8240,タオタオ絵本館 世界動物ばなし （第2期）,C6731
M22420,,,,C8242,世紀末救世主伝説 北斗の拳,C6792
M22422,,,,C8244,名探偵ホームズ,C6756
M22424,,,,C8246,小公女セーラ,C6800
M22426,,,,C8248,機動戦士Zガンダム,C6801
M22432,,,,C8249,タッチ,C6810
M22434,,,,C8251,オバケのQ太郎（新）,C1134
M22436,,,,C8253,おねがい!サミアどん,C6811
M22438,,,,C8255,プロゴルファー猿 （シリーズ）,C6311
M22440,,,,C8257,超獣機神ダンクーガ,C6812
M22442,,,,C8259,炎のアルペンローゼ ジュディ＆ランディ,C6813
M22444,,,,C8261,へーい!ブンブ-,C6814
M22446,,,,C8263,六三四の剣,C6859
M22448,,,,C8265,コンポラキッド,C6817
M22450,,,,C8267,魔法のスターマジカルエミ,C6818
M22452,,,,C8269,戦え!超ロボット生命体 トランスフォーマー,C6820
M22454,,,,C8271,ダーティペア,C6822
M22456,,,,C8273,悪魔島のプリンス 三つ目がとおる,C6825
M22458,,,,C8275,蒼き流星SPTレイズナー,C6826
M22460,,,,C8277,忍者戦士飛影,C6828
M22462,,,,C8279,昭和アホ草紙 あかぬけ 一番!,C6829
M22464,,,,C8281,ゲゲゲの鬼太郎 （第3作）,C1556
M22466,,,,C8283,ハイスクール!奇面組,C6831
M22468,,,,C8285,夢の星のボタンノーズ,C6835
M22470,,,,C8287,愛少女ポリアンナ物語,C6847
M22472,,,,C8289,ロボタン（新）,C1245
M22474,,,,C8291,宇宙船サジタリウス,C6848
M22476,,,,C8293,メイプルタウン物語,C6850
M22478,,,,C8295,生徒諸君! 心に緑のネッカチーフを,C6851
M22480,,,,C8297,DRAGON BALL,C6852
M22482,,,,C8299,魔法のアイドル パステルユーミ,C6853
M22484,,,,C8301,機動戦士ガンダムZZ,C6854
M22486,,,,C8303,［こんなこいるかな］,C6855
M22488,,,,C8305,めぞん一刻,C6857
M22490,,,,C8307,世界名作アニメ童話,C6858
M22492,,,,C8309,六三四の剣 青春編,C6859
M22562,,,,C8311,きまぐれオレンジ★ロード,C6833
M22566,,,,C8312,エスパー魔美,C6943
M22640,,,,C8315,キテレツ大百科,C7022
M22642,,,,C8317,シティーハンター2,C6942
M31849,スラムダンク・スペシャル 激闘2連戦! 湘北対武里＆陵南対海南! ニュー花道・炎の猛特訓!,,S,C8319,SLAM DUNK,C1484
