acid,acname,asid,n_ae,first_date,last_date
C14873,団地 ともお,C5644,48,2013-03-16,2014-02-01
C14875,はいたい七葉　[第2期],C4722,13,2013-04-06,2013-06-29
C14877,爆TECH! 爆丸 ガチ,C3185,39,2013-04-06,2013-12-28
C14878,幕末義人伝 浪漫,C5662,12,2013-01-08,2013-03-26
C14879,はじめの 一歩 THE FIGHTING! Rising,C2406,25,2013-10-06,2014-03-30
C14881,八犬伝 -東方八犬異聞-,C5663,13,2013-01-06,2013-03-31
C14882,八犬伝　-東方八犬異聞-[第2期],C5663,13,2013-07-07,2013-09-29
C14884,バトルスピリッツ ソードアイズ 激闘伝,C3397,21,2013-04-07,2013-09-08
C14885,はなかっぱ[第4期],C3640,40,2013-04-01,2014-09-06
C14887,ハヤテのごとく! Hayate the combat butler Cuties,C3171,13,2013-04-02,2013-07-02
C14888,BEAST SAGA,C5666,38,2013-01-13,2013-09-29
C14889,びじゅチューン!,C5668,50,2013-01-29,2016-12-25
C14890,ひだまり　スケッチ　沙英・ヒロ　卒業編,C3146,2,2013-11-30,2013-11-30
C14891,ビビッドレッド オペレーション,C5669,13,2013-01-04,2013-03-29
C14892,ファイ・ブレイン 神のパズル[第3期],C4557,25,2013-10-06,2014-03-23
C14893,ファンタジスタドール,C5670,12,2013-07-07,2013-09-29
C14894,フォトカノ,C5671,13,2013-04-05,2013-06-28
C14895,ふたりは ミルキィホームズ,C4420,13,2013-07-06,2013-09-28
C14896,BROTHERS CONFLICT,C5672,12,2013-07-02,2013-09-17
C14897,ブラッドラッド,C5673,10,2013-07-08,2013-09-09
C14898,フリージング ヴァイブレーション,C4558,12,2013-10-04,2013-12-20
C14899,プリティー リズム レインボーライブ,C4486,51,2013-04-06,2014-03-29
C14900,フルーティー侍,C5674,12,2013-08-31,2013-11-30
C14901,BLAZ*BLUE ALTER MEMORY,C5675,12,2013-10-09,2013-12-25
C14902,変態王子と 笑わない猫。,C5676,12,2013-04-13,2013-06-29
C14903,僕の妹は 大阪 おかん,C5677,12,2012-12-22,2013-03-16
C14904,ぼくは王さま,C1949,14,2013-04-06,2013-09-28
C14905,ポケットモンスター XY,C1985,99,2013-10-10,2015-10-22
C14906,ポケットモンスター THE ORIGIN,C1985,4,2013-10-02,2013-10-02
C14907,まおゆう 魔王 勇者,C5679,13,2013-01-10,2013-03-28
C14908,魔界王子 devils and realist,C5680,12,2013-07-08,2013-09-23
C14909,マギ The kingdom of magic,C4758,25,2013-10-06,2014-03-30
C14910,マジでオタクなイングリッシュ! りぼんちゃん 英語で戦う魔法少女 the TV[第2期],C5582,10,2013-07-06,2013-09-07
C14911,マジンガーZIP!,C2678,159,2013-04-08,2013-11-29
C14912,機巧少女は 傷つかない Unbreakable Machine-Doll,C5681,13,2013-09-30,2013-12-23
C14913,まん がーる!,C5682,13,2013-01-03,2013-03-28
C14914,ミス・モノクローム -The Animation-,C5683,12,2013-10-02,2013-12-18
C14915,みに ヴぁん mini vanguard,C4517,37,2013-04-06,2013-12-14
C14916,ムシブギョー 蟲奉行,C5684,26,2013-04-08,2013-09-30
C14917,迷宮家族,C5685,12,2013-12-03,2014-03-18
C14918,メガネブ!,C5686,12,2013-10-07,2013-12-22
C14919,[〈物　語 〉 モノガタリ　シリーズ セカンドシーズン],C3542,26,2013-07-07,2013-12-29
C14920,問題児たちが 異世界から来る そうですよ?,C5687,10,2013-01-12,2013-03-16
C14921,やはり俺の 青春ラブコメは 間違っている。,C5688,13,2013-04-05,2013-06-28
C14922,ヤマノススメ,C5690,12,2013-01-03,2013-03-21
C14923,闇 芝* 居,C5691,13,2013-07-15,2013-09-30
C14924,勇しぶ。 勇者に なれなかった俺は しぶしぶ就職を決意しました。,C5692,12,2013-10-05,2013-12-21
C14925,夜桜四重奏 -ヨザクラカルテット- ハナノウタ,C3417,13,2013-10-06,2013-12-29
C14927,弱虫ペダル,C5694,38,2013-10-08,2014-07-01
C14928,よんでますよ、 アザゼルさん。Z,C3710,13,2013-04-07,2013-06-30
C14929,LINE TOWN,C5695,62,2013-04-03,2014-03-26
C14931,ラブライブ! School idol project,C3713,13,2013-01-06,2013-03-31
C14932,恋愛 ラボ,C5696,13,2013-07-05,2013-09-27
C14933,LOVELY❤ムービー いとしのムーコ Lovely Muuuuuuuco! The happy and daily life of Muco and Komatsu san!,C5697,20,2013-07-29,2013-12-23
C14934,Liv ＆ Bell,C5698,1,2013-02-15,2013-02-15
C14937,RDG レッドデータガール,C5702,12,2013-04-04,2013-06-20
C14938,ログ・ホライズン,C5703,28,2013-09-22,2014-03-22
C14939,ローゼン メイデン,C2927,13,2013-07-05,2013-09-27
C14941,ワルキューレロマンツェ,C5705,12,2013-10-07,2013-12-23
C14942,［ポケットモンスター ベストウイッシュ 特別編］,C1985,1,2014-03-27,2014-03-27
C14943,47都道府犬 Ｒ,C4511,36,2014-01-12,2014-03-30
C14944,Bｌａｄｅ ＆ Sｏｕｌ,C5706,13,2014-04-04,2014-06-27
C14945,CARDFIGHT!! ヴァンガード レギオンメイト編,C4517,33,2014-03-09,2014-10-19
C14946,DRAMAtical Murder,C5707,12,2014-07-07,2014-09-22
C14947,神々の悪戯[あそび],C5792,12,2014-04-06,2014-06-22
C14948,人生相談 テレビアニメーション 人生,C5793,13,2014-07-06,2014-09-28
C14949,世界征服 謀略のズヴィズダー,C5794,12,2014-01-12,2014-03-30
C14950,星刻の竜騎士[ドラグナー],C5795,12,2014-04-05,2014-06-21
C14951,生徒会 役員共＊,C3679,14,2014-01-04,2014-03-29
C14952,黒執事 Book of Circus,C3416,11,2014-07-04,2014-09-12
C14953,最近、 妹のようすが ちょっと おかしい んだが｡,C5786,12,2014-01-04,2014-03-23
C14954,咲 Saki 全国編,C3502,13,2014-01-06,2014-04-07
C14955,桜Trick,C5787,12,2014-01-10,2014-03-28
C14956,残響の テロル,C5788,11,2014-07-11,2014-09-26
C14957,召しませ ロードス島 戦記 それって おいしいの?,C1119,13,2014-04-06,2014-06-29
C14958,精霊使いの剣舞,C5796,15,2014-07-14,2015-03-04
C14965,暴れん坊力士!! 松太郎,C1139,23,2014-04-06,2014-09-28
C14966,僕らはみんな 河合荘,C5805,12,2014-04-04,2014-06-19
C14967,魔法科高校の 劣等生,C5806,26,2014-04-06,2014-09-28
C14968,魔法少女大戦,C5807,26,2014-04-08,2014-09-30
C14969,魔法戦争,C5808,12,2014-01-10,2014-03-28
C14970,毎度! 浦安鉄 筋家族,C2131,25,2014-07-06,2014-12-28
C14971,幕末 Ｒｏｃｋ,C5809,12,2014-07-02,2014-09-17
C14972,未確認で進行形,C5810,12,2014-01-09,2014-03-27
C14973,FAIRY TAIL［第2期］,C3577,102,2014-04-05,2016-03-26
C14974,Fate/kaleid liner プリズマ ★イリヤ 2ｗｅｉ!,C3797,10,2014-07-10,2014-09-11
C14975,Ｆｒｅｅ! Eternal Summer,C4785,12,2014-07-03,2014-09-25
C14976,Go♪ Go♪ 575,C5708,4,2014-01-10,2014-01-31
C14977,Go-Go たまごっち!,C2038,75,2014-04-03,2015-03-26
C14978,LO*VE STAGE!!,C5709,10,2014-07-10,2014-09-11
C14979,Ｍ３ ソノ黑キ鋼,C5710,24,2014-04-22,2014-09-30
C14980,MARVEL ディスク・ウォーズ アベンジャーズ,C5713,51,2014-04-02,2015-03-25
C14981,P4GA persona4 the Golden ANIMATION,C3321,12,2014-07-11,2014-09-26
C14982,PSYCHO-PASS［新編集版］,C4729,10,2014-07-11,2014-09-19
C14983,ｐｕｐａ,C5714,12,2014-01-10,2014-03-28
C14984,ＲＡＩＬＷＡＲＳ!,C5715,12,2014-07-04,2014-09-19
C14985,Ｒｅ:［* HAMATORA リプライハマトラ,C5760,12,2014-07-08,2014-09-23
C14986,ｓｅｌｅｃｔｏｒ infected WIXOSS,C5716,12,2014-04-04,2014-06-20
C14987,SOUL EATER NOT！,C3362,13,2014-04-02,2014-07-02
C14988,STRANGE +,C5717,13,2014-01-03,2014-03-28
C14989,survival game club! さばげぶっ!,C5718,12,2014-07-06,2014-09-21
C14990,TERRA FORMARS,C5719,13,2014-09-27,2014-12-20
C14991,Wake Up， Girls!,C5720,12,2014-01-11,2014-03-29
C14992,Z/X IGNITION,C5721,12,2014-01-10,2014-04-04
C14993,ΛLDNOΛH. ZERO,C5722,12,2014-07-06,2014-09-21
C14994,アオハライド THE SCENT OF AIR AFTER THE RAIN… I HEARD YOUR PULSE. I SAW THE LIGHT.,C5724,12,2014-07-08,2014-09-23
C14995,アカメが斬る!,C5725,24,2014-07-07,2014-12-15
C14996,いなり､こんこん､ 恋いろは｡,C5726,10,2014-01-16,2014-03-20
C14997,ウィザード･バリスターズ 弁魔士セシル,C5727,12,2014-01-13,2014-03-31
C14998,ウィッチクラフトワークス,C5728,12,2014-01-05,2014-03-23
C14999,うーさーの その日暮らし 覚醒編,C4717,12,2014-01-08,2014-03-26
C15000,エスカ＆ロジーのアトリエ ～黄昏の空の錬金術士～,C5729,12,2014-04-10,2014-06-26
C15001,おじゃる丸［第17期］,C2158,70,2014-04-01,2014-11-07
C15002,オレカバトル,C5730,51,2014-04-07,2015-03-30
C15003,お姉ちゃんが来た,C5731,12,2014-01-09,2014-03-27
C15004,ガイスト クラッシャー ゴッド編,C5603,15,2014-06-25,2014-10-01
C15005,カリーノ コニ,C5732,36,2014-04-02,2014-10-01
C15006,ガンダムさん,C5733,26,2014-07-06,2014-09-30
C15007,"キャプテン･アース WHEN I OPENED THE DOOR CALLED TRUTH, MY CHILDHOOD ENDED. IT WAS A SUMMER I COULD NEVER FORGET.",C5735,25,2014-04-06,2014-09-21
C15008,くつだる｡,C5736,32,2014-04-02,2015-02-11
C15009,グラスリップ,C5737,13,2014-07-03,2014-09-25
C15010,ケロロ,C2854,24,2014-03-22,2014-09-06
C15011,ご注文は うさぎ ですか？,C5738,12,2014-04-10,2014-06-26
C15012,シドニアの騎士,C5739,12,2014-04-11,2014-06-27
C15013,ジョジョの 奇妙な冒険 スターダストクルセイダース,C1553,24,2014-04-05,2014-09-13
C15014,スペース★ダンディ［第1期］,C5740,14,2013-12-28,2014-04-07
C15015,スペース★ダンディ［第2期］,C5740,12,2014-07-14,2014-09-29
C15016,ソードアート･オンラインⅡ,C5564,25,2014-07-05,2014-12-20
C15017,そに○アニ SUPER SONICO THE ANIMATION,C5741,12,2014-01-06,2014-03-24
C15018,それでも世界は美しい,C5742,12,2014-04-06,2014-06-29
C15019,ちょぼらうにょぽみ劇場 第二幕 あいまいみー ～妄想カタストロフ～,C5649,13,2014-07-01,2014-09-23
C15020,ディーふらぐ! D-FRAGMENTS,C5743,12,2014-01-07,2014-03-25
C15021,デート･ア･ライブⅡ,C5651,10,2014-04-12,2014-06-14
C15022,てさぐれ！ 部活もの あんこーる,C5652,12,2014-01-12,2014-03-30
C15023,デュエル･マスターズ VS,C2650,49,2014-04-05,2015-03-28
C15024,テンカイナイト,C5744,51,2014-04-05,2015-03-28
C15025,とある 飛空士への 恋歌,C4608,13,2014-01-06,2014-03-31
C15026,となりの関くん,C5746,13,2014-01-06,2014-03-31
C15027,となりの関くん［地上波未放映版］,C5746,8,2014-05-02,2014-06-20
C15028,トライブ クルクル,C5747,50,2014-09-28,2015-10-04
C15029,ドラゴン コレクション,C5748,51,2014-04-07,2015-03-30
C15030,ニセコイ,C5749,20,2014-01-12,2014-05-25
C15031,にゃ～めん,C5750,22,2014-01-12,2014-03-30
C15032,のうりん,C5751,12,2014-01-11,2014-03-29
C15033,ノーゲーム ・ ノーライフ,C5752,12,2014-04-09,2014-06-25
C15034,ノブナガ･ザ･フール,C5753,24,2014-01-06,2014-06-23
C15035,ノブナガン,C5754,13,2014-01-05,2014-03-30
C15036,ノラガミ,C5755,12,2014-01-05,2014-03-23
C15037,ハイキュー!!,C5757,25,2014-04-06,2014-09-21
C15038,バディ☆ コンプレックス,C5758,13,2014-01-06,2014-03-31
C15039,ハナヤマタ,C5759,12,2014-07-08,2014-09-23
C15040,ハピネスチャージプリキュア!,C2833,49,2014-02-02,2015-01-25
C15041,ハマトラ THE ANIMATION,C5760,12,2014-01-08,2014-03-26
C15042,ばらかもん,C5761,12,2014-07-06,2014-09-28
C15043,ヒーローバンク,C5762,51,2014-04-07,2015-03-30
C15044,ひめゴト SECRET PRINCESS HIMEGOTO,C5763,13,2014-07-07,2014-09-29
C15045,ピンポン THE ANIMATION,C5764,11,2014-04-11,2014-06-20
C15046,プピポー!,C5765,15,2013-12-21,2014-03-29
C15047,フューチャーカード バディファイト,C5766,65,2014-01-04,2015-04-04
C15048,ブラック･ブレッド [黒の銃弾],C5768,13,2014-04-08,2014-07-01
C15049,プリ❤パラ,C5769,127,2014-07-05,2016-12-27
C15050,ベイビーステップ,C5770,26,2014-03-28,2014-09-21
C15051,マケン姫っ! 通,C4564,10,2014-01-16,2014-03-20
C15052,まじもじ るるも,C5771,12,2014-07-09,2014-09-24
C15053,マジンボーン,C5772,52,2014-04-01,2015-03-31
C15054,マンガ家さんと アシスタントさんと THE ANIMATION,C5773,12,2014-04-08,2014-06-24
C15055,メカクシティアクターズ,C5774,12,2014-04-13,2014-06-29
C15056,モモキュン ソード,C5775,12,2014-07-09,2014-09-24
C15057,ヤマノススメ セカンドシーズン,C5690,27,2014-07-02,2014-12-31
C15058,ラブライブ! School idol project［第2期］,C3713,14,2014-03-30,2014-06-29
C15059,レディ ジュエルペット,C3521,52,2014-04-05,2015-03-28
C15060,ロボットガールズ Z,C5776,6,2013-12-06,2014-03-02
C15061,悪魔の リドル riddle story of devil,C5777,12,2014-04-04,2014-06-20
C15062,一週間 フレンズ｡,C5779,12,2014-04-07,2014-06-23
C15063,棺姫のチャイカ,C5780,12,2014-04-10,2014-06-26
C15064,鬼灯の 冷徹,C5781,13,2014-01-10,2014-04-04
C15065,極黒のブリュンヒルデ,C5782,13,2014-04-06,2014-06-29
C15066,金色のコルダ Blue♪Sky,C3890,12,2014-04-06,2014-06-22
C15067,金田一少年の 事件簿Ｒ[リターンズ],C1904,25,2014-04-05,2014-09-27
C15068,銀の匙 Silver Spoon［第2期］,C5617,11,2014-01-10,2014-03-28
C15069,月刊 少女 野崎くん,C5783,12,2014-07-07,2014-09-22
C15070,健全ロボ ダイミダラー,C5784,12,2014-04-05,2014-06-21
C15071,犬神さんと猫山さん,C5785,13,2014-04-04,2014-06-27
C15072,少年ハリウッド - HOLLY STAGE FOR 49 -,C5790,13,2014-07-06,2014-09-28
C15073,信長協奏曲,C5791,10,2014-07-12,2014-09-20
C15074,真[SIN]ストレンジ+プラス,C5717,13,2014-07-04,2014-09-26
C15075,戦国 BASARA Judge End,C3511,12,2014-07-06,2014-09-28
C15076,団地 ともお［第2期］,C5644,90,2014-04-12,2015-02-07
C15077,中二病でも 恋がしたい! 戀,C4762,12,2014-01-09,2014-03-27
C15078,超爆裂異次元メンコバトル ギガントシューターつかさ,C5797,32,2014-04-01,2015-02-10
C15079,東京ESP,C5798,11,2014-07-12,2014-09-20
C15080,東京喰種 トーキョーグール,C5799,12,2014-07-04,2014-09-19
C15081,忍たま 乱太郎［第22期］,C1462,75,2014-04-01,2015-03-20
C15082,白銀の意思 アルジェヴォルン,C5801,25,2014-07-03,2014-12-18
C15083,彼女がフラグを おられたら,C5802,13,2014-04-07,2014-06-30
C15084,普通の女子校生が 【ろこどる】 やってみた。,C5803,12,2014-07-04,2014-09-19
C15085,風雲維新 ダイ☆ショーグン,C5804,12,2014-04-10,2014-06-26
C15086,遊★戯★王アーク･ファイブ ARC-V,C2116,137,2014-03-30,2016-12-25
C15087,妖怪ウォッチ,C5812,374,2014-01-08,2016-12-28
C15088,龍ヶ嬢七々々の 埋蔵金,C5813,11,2014-04-11,2014-06-20
C15089,六畳間の侵略者!?,C3714,13,2014-07-05,2014-09-27
C15090,蟲 師 ［続章］,C3073,12,2014-04-05,2014-06-28
C15091,いない いない ばあっ![第4期],C4102,36,1999-12-13,2000-03-24
C15092,いない いない ばあっ![第5期],C4102,66,2000-04-03,2000-11-17
C15094,バットマン THE ANIMATED SERIES,C1371,26,2000-08-07,2000-09-11
C15232,ダンジョンに出会いを 求める のは間違っているだろうか FAMILIA MYTH,C5958,13,2015-04-04,2015-06-27
C15233,旦那が何を言っているか わからない件 2スレ目,C5909,13,2015-04-03,2015-06-26
C15234,MONSTER・HIGH こわ・イケガールズ,C5877,8,2014-10-22,2014-12-10
C15235,PSYCHO-PASS 2,C4729,11,2014-10-10,2014-12-19
C15236,俺物語!!,C5980,24,2015-04-09,2015-09-24
C15237,がっこうぐらし! SCHOOL-LIVE!,C5981,12,2015-07-09,2015-09-24
C15238,GATCHAMAN CROWDS in sight,C2623,12,2015-07-05,2015-09-27
C15239,ピクレレ めざせ! ウクレレピクニック イン ハワイ,C6037,15,2013-12-07,2014-03-29
C15240,ふうせんいぬ ティニー,C6038,15,2014-09-26,2014-12-26
C15241,てーきゅう[第4期],C4727,12,2015-04-07,2015-06-23
C15242,THE iDOLM@STER シンデレラガールズ[第2期],C3174,14,2015-07-18,2015-10-17
C15243,実は私は I am…,C5990,13,2015-07-07,2015-09-29
C15244,下ネタという 概念が存在しない 退屈な世界,C5991,13,2015-07-02,2015-09-19
C15245,Charlotte,C5992,14,2015-06-27,2015-09-27
C15247,NHKスペシャル 故宮 TREASURES OF IMPERIAL CHINA,C6046,2,2014-06-28,2014-06-29
C15248,おにく だいすき! ゼウシくん,C6047,12,2014-01-06,2014-03-24
C15249,終物語[オワリモノ ガタリ],C3542,25,2015-10-04,2015-12-20
C15250,血液型くん! 3,C5619,24,2015-10-13,2015-12-29
C15270,はりきり体育ノ介　[第1期],C5890,10,2014-03-26,2016-10-29
C15271,まじっく快斗 1412,C1849,24,2014-10-04,2015-03-28
C15272,ログ・ホライズン　[第2期],C5703,26,2014-09-28,2015-03-28
C15273,ワールドトリガー,C5891,75,2014-10-05,2016-04-03
C15274,愛天地無用!,C1430,60,2014-10-06,2014-12-26
C15275,異能バトルは日常系のなかで,C5892,12,2014-10-07,2014-12-23
C15276,山田くんと7人の魔女,C5968,13,2015-04-05,2015-06-28
C15277,レーカン!,C5969,13,2015-04-03,2015-06-26
C15278,"ローリング☆ガールズ Rolling, Falling, Scrambling. For others. For themselves",C5970,12,2015-01-11,2015-03-29
C15279,わかば・ガール,C6004,13,2015-07-03,2015-09-25
C15280,おはよう ハクション 大魔王,C1956,182,2014-03-31,2014-12-26
C15281,おへんろ。 - 八十八歩記 - [はちはちあるき],C6017,34,2014-05-03,2014-12-27
C15282,カネコさん,C6018,1,2014-02-02,2014-02-02
C15283,（仮）兎[カリウサギ] マサル 笑う夜には福来たるって マジっすか!?,C4698,16,2014-02-01,2014-08-16
C15284,がんばれ! ルル ロロ TINY★TWIN★BEARS[第2期],C4636,14,2014-09-25,2014-12-25
C15285,貴族小学生 アントワネットちゃん,C6019,2,2014-04-27,2014-10-05
C15286,キョートカクテル [第1期],C6020,16,2014-09-16,2014-11-04
C15287,きょうの料理 ビギナーズ [第8期],C4287,72,2014-03-31,2014-12-04
C15288,きらめけ!! メガネボーイ,C6021,36,2014-05-01,2014-12-01
C15329,GREGORY HORROR SHOW THE BLOODY KARTE,C2291,12,2001-04-07,2001-06-30
C15330,[サンリオアニメ 世界名作劇場],C3477,39,2001-04-03,2001-12-25
C15333,reckless bear,C5819,4,2001-11-05,2002-06-03
C15334,THE CUCUMBERS!,C5820,2,2002-02-05,2002-05-07
C15339,バットマン ザ・フューチャー,C1371,30,2002-02-08,2002-08-21
C15340,PiNMeN,C4220,12,2002-06-05,2002-10-23
C15341,スパイダーマン [2004年版・合作],C5825,53,2004-06-19,2004-08-25
C15342,スマアニメ SPECIAL,C4166,5,2004-03-24,2004-03-24
C15343,超生命体トランスフォーマー ビーストウォーズ リターンズ,C6820,26,2004-11-06,2005-01-30
C15344,のってけエクスプレッツ,C5826,26,2004-04-18,2004-11-07
C15345,ハウス・オブ・マウス ～ミッキーと ディズニーのなかまたち～,C5345,1,2004-06-18,2004-06-18
C15346,[ペコラ],C2106,1,2004-02-13,2004-02-13
C15347,GANTZ※,C2844,2,2004-12-21,2004-12-23
C15349,超ぽじてぃぶ! ファイターズ 闘魂野球伝,C2858,16,2004-12-05,2005-03-27
C15350,魔豆奇伝 パンダリアン,C5827,26,2005-01-08,2005-07-09
C15351,プロジェクト パポ,C5828,26,2006-01-25,2006-03-01
C15352,ウサビッチ[シーズン3],C4313,13,2008-10-14,2009-05-26
C15355,ドラゴンボール改[第2期],C6852,61,2014-04-06,2015-06-28
C15357,目玉焼きの黄身、いつつぶす？,C5838,4,2014-08-05,2014-08-08
C15360,[デビクロってなに?],C5870,3,2014-11-06,2014-11-06
C15361,Bonjour♪ 　恋味パティスリ～,C5873,9,2014-10-11,2014-12-06
C15362,Calimro カリメロ,C3179,78,2014-10-07,2016-09-25
C15363,CARDFIGHT!! ヴァンガードG,C4517,48,2014-10-26,2015-09-27
C15364,Fate/stay night [Unlimited Blade Works]　[第1期],C3797,13,2014-10-05,2014-12-28
