ccid,ccname
C92220,緊急入院!!赤石医院物語
C92221,キングさん
C92222,銀の匙 Silver Spoon
C92223,白銀のパラディン-聖騎士-
C92224,銀輪ジャガー
C92225,銀輪魂
C92229,空想テッちゃん
C92230,薬師良庵劇薬パラダイス!!
C92231,くたばれ!!涙くん
C92232,口笛探偵長
C92233,グッドラックノストラダムス
C92234,クナイ伝
C92235,國崎出雲の事情
C92236,首なし
C92237,熊撃ちジロ―
C92238,熊っこ大将
C92239,くまんばち作戦
C92240,雲に抱かれて
C92243,[グラビア/写真]
C92244,ぐらま天狗
C92245,暗闇五段
C92247,グランドライナー
C92248,グリーン・スナイパー
C92249,グリグリ
C92250,グリングラス
C92251,グループ“銀”
C92252,くるまんboy
C92253,クレーじいさん
C92254,恋のプリズナー
C92255,高原村へようこそ
C92256,高校さすらい派
C92257,高校野球の途中ですが
C92258,甲子園パニック
C92259,甲子園が好き
C92260,拘束えすぱあ
C92261,豪ちゃんのふしぎな世界
C92262,皇帝戦士 斑鳩 聖徳太子異伝
C92263,鋼鉄人間シグマ
C92264,鋼鉄の華っ柱
C92265,幸福の都市
C92266,スプリガン
C92267,スプリングコール
C92268,スプリンター
C92269,ギャグおじさん
C92270,ギャグ＋ギャグ
C92271,キャッチマン
C92272,キャットラベラー
C92273,キャットルーキー
C92274,キャプテン スカーレット
C92275,キャプテンウルトラ
C92276,キャプテン五郎
C92278,キャプテン・Ken
C92279,キャプテン・アース
C92281,今際の国のアリス
C92282,いもやのたいほう
C92283,いもやのたいほうのいまは春場所
C92284,イヤーン!弁慶
C92285,入来兄弟物語 ～俺達は燃えつきない!～
C92286,いるか!!
C92287,インスタント君
C92288,[インタビュー/対談/座談会]
C92289,ヴァージンロードにあこがれて
C92290,うえきの法則
C92291,うえきの法則＋
C92292,クレーシャの鐘
C92293,紅三四郎
C92294,紅の騎士ロックウェル
C92295,紅蓮の剣
C92296,黒い手袋のトンガ
C92297,黒い隼
C92298,黒い鷲
C92299,クロザクロ
C92300,黑シャツの少年
C92301,クロスゲーム
C92302,クロッポ王子
C92303,クロノ・モノクローム
C92305,黒星くん
C92306,黒松・ザ・ノーベレスト
C92307,黑マントの男
C92308,ケイガク～みらいみなと警察学校～
C92312,競女!!!!!!!!
C92313,ゲイン
C92317,激犬シアター
C92318,激猿シアター
C92321,激痛!キーパーノック
C92322,激闘!!ベースボール一家
C92323,激鳥シアター
C92324,ゲゲゲの鬼太郎
C92325,ケダマン
C92326,結界師
C92327,欠陥中学
C92328,欠陥番長
C92329,月光仮面
C92330,月光条例
C92332,ゲッター・ロボ
C92333,血闘者
C92335,ゲバ宙くん
C92336,ゲメル宇宙武器店
C92337,幻影少年
C92338,けんか石松
C92339,けんか鶏
C92340,ケンカの聖書
C92341,ケンガンアシュラ
C92342,剣剣豪之助
C92343,研光
C92344,ゲンゴローの恋
C92345,拳児
C92346,原人ビビ
C92347,健太やります!
C92348,犬ちゃん
C92349,源とツグミ
C92350,現金カッパライ作戦
C92351,小悪魔王伝 戦コレ!
C92352,恋して!?神様!!
C92353,恋に完敗
C92354,恋のダブルスティール
C92355,ウェルカム
C92356,うさぎ小屋の掃除人
C92357,うしおととら
C92358,うすら列伝
C92359,歌え!!ムスタング
C92361,宇宙警備隊
C92362,宇宙コンビニ業務日誌
C92364,宇宙指令-〔パラン〕
C92365,宇宙少年トンダー
C92367,宇宙船製造法
C92368,宇宙のふしぎ
C92369,売ったれダイキチ!
C92370,うっちゃれ五所瓦
C92371,打ってよチュウちゃん
C92372,ウッドメーキング
C92373,うで立て一代男
C92374,雨天笑遊記 稲穂の章
C92375,ウノケンの爆発ウギャー!!
C92376,馬次郎がやってくる
C92377,海風の街
C92378,ウミガラス島の謎
C92379,海の王子
C92381,楳図かずお笑劇場
C92383,ウメ星デンカ
C92384,売り出せ!パンプス
C92385,うる星やつら
C92386,ウルトラ・ナンセンス劇場!
C92387,ウルトラマンT
C92388,浮気な子 キャンディ
C92389,噂の男前!
C92390,うわさの大吉くん!
C92391,EとT。 えいがとてんし。
C92392,栄光のマラソンランナー 中山竹通物語
C92395,栄光への挑戦
C92396,エイチマン
C92397,英雄失格
C92398,エースをはずせ!
C92399,江川投手（作新学院）とおれ（水島新司）
C92400,エクソシスト
C92401,エコエコクラブ
C92402,エッチな子キャンディ
C92403,エッチな恋の物語
C92404,園への旅人
C92405,1000年後の江戸っ子 べら坊
C92406,F1サーカス
C92407,エムエム三太
C92408,エリート道場のエリート教室
C92409,エンジン魂
C92410,天使の朝
C92411,縁の下のバイオリン弾き
C92412,エンヤ KODOMO忍法帖
C92413,お相手します❤
C92414,おいどん先生
C92415,おいら女蛮
C92416,桜華の拳
C92417,応魂
C92418,黄金バスト
C92424,王立院雲丸の生涯 昭和雄雲録
C92426,大いなる鉄路
C92427,おーい!ボケタン
C92430,オー!!ガールズ11
C92432,狼殺し
C92433,狼の打者
C92434,大久保嘉人物語 アテネへ導いた男
C92435,大さじ一杯のミックスナッツ
C92436,大相撲が好き!
C92439,大空のちかい
C92440,鳳BOMBER
C92441,鳳ボンバー
C92442,オールザットギャグ
C92443,オーロラの牙
C92444,おかしなおかしなヘンシン記
C92445,御神は今日も荒れている
C92446,荻原兄弟物語
C92447,オサムとまもる
C92448,おさるなまさるくん
C92450,おしえてビデオアイドル PART2
C92451,おじさんBOY! 小学中学生
C92452,オジジャリ・ランド
C92453,押谷万兵衛
C92454,お食事物語
C92455,おすもじっ! 司の一貫
C92456,おそ松くん
C92457,織田信夫
C92458,落葉
C92459,お茶にごす。
C92460,おっ母ァやくざ
C92462,オッス!少林寺
C92463,おっぺけ一家
C92465,おとうさんは発明王
C92466,おとうさんは発明王
C92467,おとうさんは発明王
C92468,音吉君のピアノ物語
C92469,男大空
C92470,男組
C92471,男達の人生劇場
C92472,男どアホウ甲子園
C92473,おとこ道
C92474,おとぼけ探偵局
C92475,おとぼけ探偵局
C92476,お悩み解決二九休さん
C92477,鬼神阿文
C92478,鬼切丸
C92479,オニ修業
C92480,オニデレ
C92481,鬼火谷
C92482,鬼姫
C92483,おにゅう❤
C92484,お・ね・が・い
C92485,オバケのＱ太郎
C92490,おはようをもう一度
C92491,帯をギュッとね!
C92492,お坊サンバ!!
C92493,おぼっちゃまくん
C92494,お祭りいっ家
C92495,思わず気分はところ天
C92496,おやこ刑事
C92497,おやすみアンディ
C92498,お山の大将
C92499,おやめになって生徒会長!!
C92500,おらあグズラだど
C92501,おれが頭だ
C92502,俺が生きてる足摺の海
C92503,俺様は?
C92504,俺様はZ
C92506,俺たちのフィールド
C92507,おれとアキアカネ
C92508,おれの彼女は左まき
C92509,おれの彼女は悪魔の使い
C92510,おれのかよたん
C92511,おれの太陽
C92513,おれのヤドカリちゃん
C92514,俺はIQ∞
C92515,おれは直角
C92516,おれはナマズ者
C92517,おれは二代目
C92518,俺はやるぞ
C92519,おろち
C92520,大蛇 オロチ
C92521,お笑い国際郵便
C92522,瘟鬼
C92523,音速雷撃隊
C92524,オンボロ宇宙船
C92525,おんぼろ艦隊
C92526,オンボロ怪獣クズラ
C92528,おんりぃyou!!
C92529,母ちゃんNo.1
C92530,かあちゃんの甲子園
C92533,怪奇千万!十五郎
C92535,快球Ｘあらわる!!
C92536,怪獣ギョー
C92537,怪獣にいちゃん
C92538,海鷲
C92539,怪人ジャガーマン
C92540,海賊船ボロロン号
C92541,怪体真書0
C92542,怪虫カブトン
C92543,怪鳥ハゲタン
C92547,怪盗GINGA
C92548,怪盗NAO!
C92550,怪物あんちゃん
C92551,怪物誕生!―剛球・江川卓投手物語―
C92552,火炎くぐり
C92553,かおるファミリー
C92554,科学知識 なぜなにまんが
C92556,香川真司物語 ～無になれ～
C92557,学園戦記 月影流次郎
C92558,学園帝国俺はジュウベイ!
C92561,ガクの詩
C92562,かぐや
C92563,かくれんぼ
C92564,影組
C92565,カゲシバイ!
C92566,かけだせダッシュ!
C92567,翔けろ天馬
C92568,カズマ来たる!!
C92570,火星人ゴア
C92571,風っ子ナイン
C92572,風の次郎吉
C92573,旋風の橘
C92574,風の伝承者
C92575,風屋敷
C92576,風を抜け!
C92577,片目柳生
C92579,がちゃ坊一家
C92580,がちゃ坊のお正月
C92581,がちゃ坊一家のカラス騒動
C92582,ガチンコ
C92583,勝手なやつら
C92584,かってに改蔵
C92585,かってに頼道
C92586,かっぱ大将
C92587,河童の三平
C92588,カップ越し
C92589,カッポレ団
C92590,かつみ
C92591,克巳パラドックス
C92592,喝!!ワシが師匠ぜよ!
C92593,加藤はやぶさ戦闘隊
C92594,家内安全
C92595,蚊の一生
C92596,彼女がリングにあがったら
C92597,かべ新聞の作り方
C92601,神のみぞ知るセカイ
C92602,カミロボ誕生物語
C92603,カムイ外伝
C92604,がむしゃら
C92605,ガメ男くん
C92606,ガメツイがんちゃん
C92609,仮面豪打丸
C92610,仮面の男
C92611,仮面の忍者 赤影
C92612,仮面ライダーBlack
C92613,からかい上手の
C92614,がらくたの詩
C92615,からくりサーカス
C92616,からくりの君
C92617,カラス The master of GAMES
C92618,ガラスの脳
C92619,からっ風教室
C92620,からっ風野郎
C92621,空手犬
C92623,ガリベン
C92624,川上憲伸物語
C92625,川口能活物語
C92626,川島敦志物語
C92627,川添孝一のJリーグカルチョクラブ
C92628,ガンダムAGE ～始まりの物語～
C92629,かん太郎物語
C92630,関東大震災
C92632,ガンナー35
C92633,ガンバ!Fly high
C92634,カンパイ!次郎長先生
C92635,艦爆の鬼隊長
C92636,ガンバ!!Fly high
C92637,がんばれ!!アパチャイ君
C92638,がんばれ健太
C92639,がんばれ元気
C92640,がんばれ三組!!
C92641,がんばれロボコン
C92642,カンフー少年 赤っ鼻の安安
C92643,樹
C92644,気合を入れろ!
C92645,きいてください私の悩み
C92648,消えた入学式
C92652,気怪
C92654,菊丸ばんざ～い!!
C92655,鬼月
C92657,傷あと
C92658,己棲虫
C92661,スタンレーの魔女
C92662,すっかりれっどぞーん
C92663,ズッコケ転校生
C92664,ズッコケ動物記
C92665,すっとび九ちゃん
C92666,すっとん競
C92667,ステキに野蛮人
C92668,ストイコビッチ物語
C92669,ストーム・ボーイ
C92670,ストレートどまん中
C92673,ズバ蛮
C92674,スパルタッコ
C92677,スピード・ヨシト
C92678,スピカ
C92679,スピンナウト
C92680,西部長屋人別帖
C92682,セーラー服を纏った教祖様
C92686,世界最初の列車強盗
C92688,世界のギャグさんこんにちは!
C92696,絶対可憐チルドレン
C92697,絶体絶命でんぢゃらすじーさん
C92698,せっちん谷の大決闘
C92699,銭ゲバ
C92700,背番号は○(まる)
C92701,背番号0物語
C92702,ゼフィルス
C92703,セブンデイズ
C92704,銀塩少年
C92705,ゼロ
C92710,全員留年!2年森組♪
C92712,鮮血夢想
C92713,スペース用心棒でござ候。
C92714,スペオペ宙学
C92715,スポーツてんこ盛り
C92716,スポーツマン金太郎
C92717,スマイルfor美衣
C92718,すみれとリーゼント
C92719,すもレス三四郎
C92720,スリル博士
C92721,星雲児
C92722,正義の味方
C92723,聖結晶アルバトロス
C92724,青拳狼
C92725,青春学園
C92726,育ってダーリン!!
C92727,速球屋
C92728,卒業
C92729,卒業
C92730,その気になっても❤
C92731,その名はミユキ
C92732,その名もあがろう
C92733,その道のプロ
C92734,その風のキャンディ
C92738,空に羽が…
C92742,それでも僕は変身する
C92743,ソロモン海の勇者
C92744,ソロモン決死隊
C92745,だれよりもはやく…
C92746,ダレン・シャン
C92747,タロとはなこ
C92748,弾丸児
C92750,団子が増える…
C92751,断罪の炎人
C92752,ダンちゃんの探偵クイズ
C92754,探偵ジョージのミニミニ大作戦
C92755,弾道トンネル150
C92756,ちいさいひと 青葉児童相談所物語
C92757,小さな暗殺者
C92759,チェンジボーイ
C92760,ちかいの背負い投げ
C92761,誓いの旗
C92762,誓いのバット
C92763,ちからくんスパーク☆
C92764,青春賭博
C92765,青春の土
C92766,青春の河
C92767,青春ナックル4
C92768,成層圏戦闘機
C92773,校門に頬ずり
C92774,降臨!AKB48神占い
C92775,声の導火線
C92776,ゴエモンろっく
C92777,ごお・うえすと
C92778,ゴーカイ野郎
C92779,ゴーゴーえっちゃんのキャスター参るゾ!
C92780,ゴーストスイーパー美神 極楽大作戦!!
C92781,ゴーストロジック
C92782,暗号名はBF
C92783,ゴールド・ク・ラッシュ’86
C92784,ゴールの呼び声 武田修宏物語
C92785,ソロモンの秘宝を守る ミイラ怪人
C92786,ソワチネ
C92787,ターゲット
C92788,ダーティ・リョーコ
C92789,ダート特急
C92790,タイガー66
C92794,ダイキチの天下一商店
C92798,大棟梁
C92799,タイトル君
C92801,ダイナマイト ファッカー
C92802,ダイナマ伊藤!
C92803,ダイナミック3
C92806,大冒険・ラブ
C92807,タイマンGP
C92808,タイムチャンプルー
C92812,ダイヤモンド・アイ
C92813,太陽の戦士 ポカポカ
C92814,ダウンヒラーズ 滑降者
C92815,タカギシワールド
C92816,女子サッカー代表 高倉麻子物語
C92817,高崎為五郎SHOW
C92818,だがしかし
C92819,高田のババ
C92820,誰がために鐘は鳴る
C92821,タカの羽根
C92822,高橋由伸 真実のフォトグラフ
C92823,宝島
C92824,タキシード銀
C92825,ダグラーバスター クウ!
C92826,武田信玄先生
C92827,竹の子ドクター十五郎
C92828,タケル道
C92829,助けて!フラワーマン
C92830,ダスト18
C92831,ただいま工事中
C92832,ただいま授業中!
C92834,正しいコドモの作り方!
C92835,タックイン
C92836,タッコク!!!
C92837,ダッシュ勝平
C92838,脱出作戦
C92839,奪戦元年
C92840,タッチ
C92841,タッチだ!うん!?
C92842,竜の旗
C92843,タッパーコチャン
C92844,たとえばこんなラヴ・ソング
C92845,谷口浩美物語
C92847,旅立て!ひらりん
C92848,タフ
C92849,タマ!!!! 真夏のグランドスラム
C92850,たまかぜ
C92852,タマガワ君
C92853,たまねギィィ!!!
C92854,田村亮子物語
C92855,ダメおやじ 平成版
C92856,ダメおやじ
C92857,ダメッ子ユキちゃん
C92859,古賀稔彦物語
C92860,國士無双!!
C92861,告白
C92862,極楽往生!ドロタボー
C92864,狐狗狸伝説
C92865,国連五輪音頭
C92866,心
C92867,ココロのボス
C92868,こしゃくれ一番
C92869,ゴジラ創生
C92870,こちゃんと礼
C92873,ゴッド・アーム
C92874,ゴッドルーキー
C92875,こっとん鉄丸
C92876,近衛家の節分
C92877,この指とまれ
C92878,五本足のトンボ
C92879,駒が舞う
C92881,こみっくパラダイス
C92882,ゴメスぶらざあず
C92883,御用盗
C92884,ゴリガン
C92885,こりゃマイッ太
C92888,ゴレンジャー
C92889,ゴロ
C92890,ころすけの橋
C92891,コロンブスの卵焼き
C92892,ごろんぼ松
C92893,こわしや我聞
C92894,コンクリート・ライブ
C92895,金剛番長
C92896,金色のガッシュ!!
C92897,こんちゃーすボン太郎
C92898,コンちゃん
C92899,崑ちゃん捕物帖
C92900,昆虫物語ピースケの冒険
C92901,コンドールマン
C92902,こんなだったら驚く。
C92904,蒟蒻
C92905,サイアーライン
C92908,最強!都立あおい坂高校野球部
C92910,サイケまたしても
C92911,最後の顔
C92912,最後の休日
C92913,最後の九九式
C92914,最後の夏休み
C92915,最後は?ストレート!!
